['саб', 301]
['оморе', 1]
['гьетте', 1]
['куфде', 1]
['зури-зури', 1]
['берд', 1]
['догълей', 1]
['дивор', 1]
['коре', 1]
['вини', 1]
['2сэхьиб', 1]
['хош', 1]
['омори', 1]
['нушунд', 1]
['мугу', 1]
['биёр', 1]
['гьерчуь', 1]
['бисдо', 1]
['овурд', 1]
['суфре', 1]
['но', 1]
['энугъо', 1]
['хуьшге', 1]
['шите', 1]
['товуше', 1]
['куьшде', 1]
['ишуш', 1]
['дегешдуьт', 1]
['хисире', 1]
['нимешев', 1]
['мигироруь', 1]
['косибе', 1]
['ниёв', 1]
['ер', 1]
['сохде', 1]
['оморигьо', 1]
['эхириш', 1]
['ниме', 1]
['гирошде', 1]
['сэхде', 1]
['дерики', 1]
['евошлей', 1]
['мэхизуь', 1]
['торики', 1]
['гуьрде-гуьрде', 1]
['миденуь', 1]
['гене', 1]
['могорду', 1]
['мидегешдуь', 1]
['сэбэхь', 1]
['биренге', 1]
['рафде', 1]
['миёру', 1]
['ди', 1]
['шохьонгуминере', 1]
['хуно', 1]
['минуь', 1]
['угьо', 1]
['хурдеки', 1]
['мипуьрсуь', 1]
['гьери', 1]
['гу', 1]
['мунош', 1]
['ченд', 1]
['сале', 1]
['мибоши', 1]
['гiуьмуьр', 1]
['мугую', 1]
['салгьоймере', 1]
['нисе', 1]
['дануьсденуьм', 1]
['оммо', 1]
['ёрмени', 1]
['дироморебугьо', 1]
['вэгiдо', 1]
['увэхди', 1]
['чуькле', 1]
['гiэиле', 1]
['бируьм', 1]
['гуьрде', 1]
['гешденбируьм', 1]
['рэхь', 1]
['сохденге', 1]
['дироморут', 1]
['куьнд', 1]
['оморут', 1]
['вегуьрденге', 1]
['дануьсдуьт', 1]
['ишу', 1]
['луб', 1]
['омориге', 1]
['буге', 1]
['мэгiной', 1]
['гофгьой', 1]
['товун', 1]
['дегьзаманйириъ', 1]
['дерйир', 1]
['яркврариз', 1]
['хярариз', 1]
['балугъар', 1]
['деетуру', 1]
['апiбалан', 1]
['ругрикан', 1]
['гьюлерикк', 1]
['чiаларра', 1]
['гьяйваната-риз', 1]
['гьяйванатариин', 1]
['умчарикан', 1]
['адамдин', 1]
['тiуликан', 1]
['гьява', 1]
['иливуру', 1]
['адамдина', 1]
['гьявайи', 1]
['ухьура', 1]
['улматарси', 1]
['вухьа6', 1]
['тiурччвуб', 1]
['табасарандин', 1]
['саспи', 1]
['хиялариинди', 1]
['ла-вашси', 1]
['цiицiиргниб', 1]
['чип-чпихъди', 1]
['дявийир', 1]
['гуннугьар', 1]
['йицраз', 1]
['ивар', 1]
['ришвуру', 1]
['тiурччвуру8', 1]
['дегьзаманйирин', 1]
['гъизиликан', 1]
['арсракан', 1]
['йифра-кан', 1]
['рукькан', 1]
['шейъарикан', 1]
['дапiнайидар', 1]
['асккан', 1]
['гъягъбан', 1]
['адмийи', 1]
['яягъ', 1]
['хьудварж', 1]
['каспи', 1]
['гьюлиан', 1]
['удубччвурайиб', 1]
['лисузкьан', 1]
['йибццуру', 1]
['яйин', 1]
['гьюлиъ', 1]
['убчвру', 1]
['зава-риъ', 1]
['ургудар', 1]
['гъатнаъ', 1]
['бици', 1]
['а9', 1]
['адрурра', 1]
['cap', 1]
['абана', 1]
['кiвак', 1]
['гъалабра', 1]
['деъначва', 1]
['гъалигъамбру', 1]
['кiуразуз', 1]
['им-дарзухьан', 1]
['духьназу', 1]
['хътарзухъ', 1]
['хажа-латниинди', 1]
['хажалат', 1]
['мизиганай', 1]
['гъадабгъай', 1]
['жила-рин', 1]
['гъабхуз', 1]
['ният', 1]
['алидариз', 1]
['гъапiундар', 1]
['сир', 1]
['шуракна', 1]
['алида-рин', 1]
['ниятар', 1]
['духьнайиган', 1]
['сарин', 1]
['гьюрматлуди', 1]
['алибдиз', 1]
['гъушдар', 1]
['ижмишнаан', 1]
['улу-лупу', 1]
['жергнахъди', 1]
['дивнади', 1]
['гварариз', 1]
['дурариъ', 1]
['сабдиан', 1]
['жи-лиина', 1]
['мархь', 1]
['тмунубдиан', 1]
['йиф', 1]
['шубубпибдиан', 1]
['ургубпибдиан', 1]
['изан', 1]
['гъюраза', 1]
['жили-ина', 1]
['абайинна', 1]
['дипнади', 1]
['эбхру', 1]
['гьаддикди', 1]
['ктучiвуз', 1]
['хъуркьайиз', 1]
['aпipy', 1]
['йифуз', 1]
['кубкiрайи', 1]
['йифу', 1]
['тикйир', 1]
['кiур12', 1]
['кьюрдна', 1]
['чвул', 1]
['йимишар', 1]
['хьадукарна', 1]
['хьадтiан', 1]
['замзарси', 1]
['уьзрари', 1]
['урцували', 1]
['йихуйи', 1]
['халкьариз', 1]
['фа-ракьатвалар', 1]
['даахну', 1]
['кьувват', 1]
['гъурмиш', 1]
['ригъдикан', 1]
['йи-швна', 1]
['гъюдюхюри', 1]
['умчар', 1]
['шулу16', 1]
['сиягьятчйир', 1]
['ккебгъруган', 1]
['жюрейиинди', 1]
['варибдин', 1]
['зудилав', 1]
['гьюкумдар', 1]
['агъа', 1]
['зудилавдин', 1]
['кьабивалра', 1]
['гъаб-шиган', 1]
['гьякимвал', 1]
['апiус', 1]
['хъайиб', 1]
['хътруб', 1]
['туврувуз', 1]
['кьабивалин', 1]
['учхьан', 1]
['бажагьат', 1]
['увхьанси', 1]
['зудилавди', 1]
['жюрейиз', 1]
['харжиб', 1]
['гьяйвана-тарра', 1]
['саспидар', 1]
['жилидар', 1]
['тмундар', 1]
['хпидар', 1]
['барамбарди', 1]
['амбарханайиъ', 1]
['текди', 1]
['рубкьуруш', 1]
['ипурхьа', 1]
['гъаб-жиш', 1]
['гьадгъаз', 1]
['рубкьуру', 1]
['гафарин', 1]
['ипган', 1]
['ба-лиз', 1]
['умчарира', 1]
['чвуччвуз', 1]
['юкiсиб', 1]
['вазна', 1]
['кьисмат-наз', 1]
['удубччву', 1]
['риъ', 1]
['амбарханайиз', 1]
['гюрче-гвали', 1]
['девлетнахьна', 1]
['бахилвал', 1]
['убхьуз', 1]
['гьитiибкiуз', 1]
['амбарханайин', 1]
['ничхрин', 1]
['чахьди', 1]
['зудилавдиз', 1]
['ляхна-рикан', 1]
['аг', 1]
['удуччвуру', 1]
['удубччвган', 1]
['чиб-чпихъ', 1]
['хъергри', 1]
['угъривал', 1]
['бахи-лари', 1]
['мучiушнариккди', 1]
['вазу', 1]
['гьадушвман', 1]
['угърийириз', 1]
['ригъдиндар', 1]
['гьитiикiдар', 1]
['ву19', 1]
['йиц', 1]
['заманйириъ', 1]
['хяла-риккан', 1]
['касдихьна', 1]
['дердер-метлеб', 1]
['ккадахьуз', 1]
['даршлури', 1]
['гьудубчiву', 1]
['яндарди', 1]
['мугъахьна', 1]
['дяргъюди', 1]
['девлетра', 1]
['дубгуз', 1]
['кьабирихьна', 1]
['ликрик', 1]
['кубкьунва', 1]
['33', 1]
['дерккучiимир', 1]
['дерккучiимирин', 1]
['кiакiар', 1]
['кьиблайизди', 1]
['дазаргну', 1]
['мубалагъ', 1]
['ккудуччвуз', 1]
['женнетдиъ', 1]
['веледар', 1]
['ккудуччвиш', 1]
['бай56', 1]
['кьабижвина', 1]
['кьабишив', 1]
['чахмах', 1]
['даршлукьан', 1]
['са-ризра', 1]
['аржил', 1]
['гъубзнуш', 1]
['кьамкьама', 1]
['кiуру66', 1]
['тахсиркрар', 1]
['гьюжатнан', 1]
['тахсир-крариз', 1]
['кьялан', 1]
['адатниинди', 1]
['гъюрудари', 1]
['зигбан', 1]
['капiбан', 1]
['купiар', 1]
['тахсиркрарин', 1]
['алапiуйи', 1]
['тах-сиркрар', 1]
['душвягъ', 1]
['гъитуйи', 1]
['кадрур', 1]
['гъюдуч-вуйи', 1]
['кадрурин', 1]
['гьивну', 1]
['дицириз', 1]
['гьюрматра', 1]
['ургуйи', 1]
['дюшюшариъ', 1]
['убгуйи', 1]
['уьмурлугъ', 1]
['дицир', 1]
['касди-хьан', 1]
['капiу', 1]
['ялав', 1]
['яма-нуб', 1]
['кьадам', 1]
['манзилнаътiан', 1]
['цiийина', 1]
['ахиримжи', 1]
['инкар', 1]
['алапiурайи', 1]
['гъюрсу', 1]
['гизафдарин', 1]
['гъидритди', 1]
['шикастра', 1]
['гъюдучiвуру', 1]
['инсанарилан', 1]
['угьт', 1]
['алдабхъуру', 1]
['дугъривал', 1]
['мянасуз', 1]
['хьибган', 1]
['кьабулди', 1]
['шiвушвди', 1]
['гъадагъри', 1]
['духьнайидар', 1]
['гилигурайи', 1]
['яшлуйи', 1]
['гъадагъуруш', 1]
['учiвайиз', 1]
['аксивалин', 1]
['кiайизкьан', 1]
['швуш', 1]
['хьадарди', 1]
['гъакiиган', 1]
['имбу-дарихьан', 1]
['алллагьди', 1]
['гьиву', 1]
['касар', 1]
['кивуб', 1]
['адат', 1]
['88', 1]
['сивун', 1]
['сивариз', 1]
['маччлихънари', 1]
['аьлламатнан', 1]
['кьунартiан', 1]
['лижан', 1]
['гьубну', 1]
['кадру', 1]
['йи-швахьна', 1]
['хабарра', 1]
['кьуну', 1]
['кучiвуз', 1]
['машарикантина', 1]
['хъапiруш', 1]
['кiакназ', 1]
['маррччарра', 1]
['ичi', 1]
['удучiвнийкiан', 1]
['хабар-сузди', 1]
['лижягъ', 1]
['гъюбчiвру', 1]
['дубгру', 1]
['хив', 1]
['дагъандиъ', 1]
['кiур130', 1]
['табасаранари', 1]
['дишагьлийин', 1]
['гьяйванатдиз', 1]
['шлуган', 1]
['дишагьлийиз', 1]
['дишагьлийик', 1]
['катиш', 1]
['велед', 1]
['рурар-фунар', 1]
['жикiури', 1]
['ниригъ', 1]
['сивиз', 1]
['хъаъри', 1]
['марччлихъри', 1]
['гажинра', 1]
['ба-лугътiинна', 1]
['гажниъ', 1]
['убзурайиган', 1]
['ккахърувучв', 1]
['кiу-ри', 1]
['марччарихьна', 1]
['ду-рар', 1]
['гьутiурччвну', 1]
['ккахъну', 1]
['хьадайи', 1]
['гъашу', 1]
['гъанариккан', 1]
['гъарзаригъян', 1]
['убзру', 1]
['цiадалра', 1]
['ап1уру', 1]
['ккубкьундайи', 1]
['мукьмарин', 1]
['дуф-найиб', 1]
['адахлу', 1]
['исзди', 1]
['урсру139', 1]
['ктибтури', 1]
['хябяхъдин', 1]
['шулдийча', 1]
['апiурайган', 1]
['шубарикан', 1]
['алабхьну', 1]
['ягълу', 1]
['шалмансиб', 1]
['ухьухинди', 1]
['гъюраш', 1]
['гъабхидар', 1]
['гьергру', 1]
['гьяятдиз', 1]
['ккадакуру', 1]
['гьарйирин', 1]
['сеснахъ', 1]
['гъябкъюбдикан', 1]
['ктибтну', 1]
['ктрубкьуб', 1]
['гъабхну', 1]
['гъивнийиш', 1]
['йикiуйчву', 1]
