['да', 1311]
['опрагъына', 2]
['уьстю', 2]
['болагъандыр', 2]
['гелмейми', 2]
['мичари', 2]
['тебинип', 2]
['урунуп', 2]
['балтаны', 2]
['йиберди', 2]
['батдырып', 2]
['тюкюресен', 2]
['гёрсет', 2]
['гелмеймен', 2]
['къувалагъыз', 2]
['гъоналагъа', 2]
['берирмисен', 2]
['ашадагъы', 2]
['ухламагъа', 2]
['къарнынг', 2]
['тюкюрмей', 2]
['тою', 2]
['энегелери', 2]
['пилав', 2]
['къазанланы', 2]
['къазанлар', 2]
['ятгъанда', 2]
['ташламайман', 2]
['купец', 2]
['ташлайман', 2]
['чачыратып', 2]
['кёмюрюн', 2]
['алышдырдым', 2]
['кёмюрге', 2]
['юрюймю', 2]
['авазлар', 2]
['шайтанмысан', 2]
['алагъанынгны', 2]
['гелмегейисен', 2]
['ханлыгъыны', 2]
['къармакъ', 2]
['къармагъын', 2]
['къапгъунун', 2]
['къаргъаны', 2]
['къакъ', 2]
['авдара', 2]
['алса', 2]
['оьмюрюмде', 2]
['касбуну', 2]
['чет', 2]
['тапдыкъ', 2]
['гьайгев', 2]
['болмасанг', 2]
['себеп', 2]
['яшнай', 2]
['туршу', 2]
['туршуну', 2]
['ярыгъында', 2]
['эргишилер', 2]
['уьлкерлер', 2]
['уьлкерлерде', 2]
['юлдузларда', 2]
['юлдузлар', 2]
['керван-къыргъан', 2]
['эдилер', 2]
['атлани', 2]
['болмаган', 2]
['гентде', 2]
['этипди', 2]
['гьари', 2]
['урса', 2]
['шандан', 2]
['жанли', 2]
['ол-туруп', 2]
['гёмме', 2]
['оьлсе', 2]
['герекни', 2]
['ябушувда', 2]
['чонкъ', 2]
['тавакаллыкъ', 2]
['къувну', 2]
['урлама', 2]
['бавурун', 2]
['къушну', 2]
['жавантавда', 2]
['гьайваныбыз', 2]
['гьау-у-у-у', 2]
['орманны', 2]
['чырхылыгъына', 2]
['уча', 2]
['гелешмиши', 2]
['арпа', 2]
['гёргенлер', 2]
['гьавчуну', 2]
['бадай', 2]
['дёгерек', 2]
['тюрлю-тюрлю', 2]
['янындагъы', 2]
['жувма', 2]
['деме', 2]
['жыжымланы', 2]
['биргёзлю', 2]
['къардашлары', 2]
['гамриоьзенге', 2]
['суванасы', 2]
['гьавада', 2]
['вацахари', 2]
['англашынмайгъан', 2]
['чачалбашлы', 2]
['ер-анаси', 2]
['туша', 2]
['горген', 2]
['арва', 2]
['орманга', 2]
['барган', 2]
['орманни', 2]
['ават', 2]
['эшитила', 2]
['горунаган', 2]
['гене', 2]
['ту-туп', 2]
['янина', 2]
['тувуна', 2]
['башини', 2]
['готерилип', 2]
['йиртиллап', 2]
['минчакълани', 2]
['минчакъ', 2]
['салип', 2]
['арвасин', 2]
['туман', 2]
['орге', 2]
['тунгулугундан', 2]
['алдинда', 2]
['балалари', 2]
['озлеге', 2]
['озуну', 2]
['тава', 2]
['уйга', 2]
['етиша', 2]
['чигъип', 2]
['орман', 2]
['нете', 2]
['уйдан', 2]
['баягъи', 2]
['къазанни', 2]
['баврум', 2]
['бишди', 2]
['чабуп', 2]
['патийни', 2]
['ажийни', 2]
['етдик', 2]
['мурадибизга', 2]
['юрегини', 2]
['олту-рупман', 2]
['суйсем', 2]
['этдиртме', 2]
['гундан', 2]
['жанина-къанина', 2]
['ал-дин', 2]
['аталар', 2]
['шейтенлер', 2]
['болганда', 2]
['пу', 2]
['шейтенге', 2]
['албаслыланы', 2]
['албаслылар', 2]
['къанли', 2]
['бараган', 2]
['ярикъ', 2]
['атина', 2]
['бирдан', 2]
['акъкъатун', 2]
['устума', 2]
['михир', 2]
['гелипди', 2]
['тугул', 2]
['тийса', 2]
['къани', 2]
['болупду', 2]
['булани', 2]
['хам-ма-ат', 2]
['айтаган', 2]
['таргъулу', 2]
['алибекни', 2]
['болмагъанлар', 2]
['хоншулары', 2]
['шинел', 2]
['охудум', 2]
['харбуз', 2]
['тувса', 2]
['митминатны', 2]
['кирканай', 2]
['аякъларына', 2]
['мюгьлетде', 2]
['тапанчаны', 2]
['уьзюрю', 1]
['десетин', 1]
['будайым', 1]
['орсагъыз', 1]
['кюмесни', 1]
['ормагъа', 1]
['сёйлешелер', 1]
['орталап', 1]
['гьиллагъа', 1]
['кюмесдеги', 1]
['къычырагъан', 1]
['орулуп', 1]
['кюмесде', 1]
['къоймагъа', 1]
['къойдунгдагъы', 1]
['ашланы', 1]
['юхлайыкъ', 1]
['ашар', 1]
['экмекге', 1]
['къарагъынча', 1]
['тюшлерин', 1]
['хабарлама', 1]
['къандым', 1]
['затымдан', 1]
['гетелер18', 1]
['хантав', 1]
['тапмагъан', 1]
['папирос', 1]
['къутукъну', 1]
['председателден', 1]
['ордер', 1]
['йылкъыдан', 1]
['тутмагъа', 1]
['гелемисен', 1]
['гелемен', 1]
['гиришелер', 1]
['ломмай-ломмай', 1]
['гиччи-гиччи', 1]
['тойгъанлыкъдан', 1]
['къарамас', 1]
['къутул', 1]
['гете22', 1]
['яшаргъа', 1]
['сёйлешгенлер', 1]
['нарты', 1]
['гьавчусу', 1]
['молласы', 1]
['тапшурулмай', 1]
['борчун', 1]
['чавушдур', 1]
['молладыр', 1]
['чагъанны', 1]
['чалдырып', 1]
['бёрюден', 1]
['къутулурман', 1]
['ашатмай', 1]
['балагьы', 1]
['табулмас', 1]
['тувара', 1]
['сенсиз', 1]
['сюймедим', 1]
['гьана', 1]
['ашамайсан', 1]
['онгача', 1]
['чапмагъы', 1]
['ашайсан', 1]
['ораза', 1]
['гёрермен', 1]
['гёрерсен', 1]
['тузакъда', 1]
['тёбелевде', 1]
['къутулгъанны', 1]
['танымасын', 1]
['бёленип', 1]
['алмашдыра', 1]
['ерлени', 1]
['къоркъуна', 1]
['тирменчимен', 1]
['айлангъанда', 1]
['тилимни', 1]
['ялап', 1]
['ялайымдагъы', 1]
['ялай', 1]
['тирменташны', 1]
['салдыртып', 1]
['чоргъа', 1]
['излер', 1]
['хумлукъ', 1]
['авнап', 1]
['алышдыра', 1]
['къышны', 1]
['сугъаман', 1]
['къояман', 1]
['алсам', 1]
['боладагъы', 1]
['къойсанг', 1]
['гьаз', 1]
['къояйым', 1]
['ихтияры', 1]
['сагъадыр', 1]
['къуйругъунгну', 1]
['тойма', 1]
['ече', 1]
['авурму', 1]
['гелгендир', 1]
['бузлагъан', 1]
['мурады', 1]
['аралай', 1]
['оьлтюрелер37', 1]
['чалтикден', 1]
['хоншусуда', 1]
['гюзлюк', 1]
['уьчёвю', 1]
['май', 1]
['бавтогъайдан', 1]
['аягъыны', 1]
['эретеруп', 1]
['кюлетип', 1]
['сюйреме', 1]
['майы', 1]
['къошуна', 1]
['къошуну', 1]
['чалтикни', 1]
['булгъап', 1]
['олтурал', 1]
['этлерин', 1]
['чёплеп', 1]
['аюв-акъай', 1]
['урасан', 1]
['экенге', 1]
['ураман', 1]
['тоялар', 1]
['чилавну', 1]
['хоншуда', 1]
['чакъырмады', 1]
['артындагъы', 1]
['аюв-акъав', 1]
['аювланы', 1]
['саламланы', 1]
['туварыгъыз', 1]
['бармасакъ', 1]
['аюв-акъайны', 1]
['олтуругъуз', 1]
['турайыкъ', 1]
['алгъыр', 1]
['кююнг', 1]
['яшырмагъа', 1]
['бойнусюеги', 1]
['аркъа', 1]
['сюеги', 1]
['саламны', 1]
['тюбнде', 1]
['къоркъувну', 1]
['къуманны', 1]
['чюмегинден', 1]
['атдырып', 1]
['чычакълап', 1]
['къычырыгъыны', 1]
['басалар', 1]
['къуват', 1]
['сабанлыкъны', 1]
['чачып-суварып', 1]
['къайтарбыз', 1]
['сабанлыкъгъа', 1]
['къайтгъанлар', 1]
['къалайыкъ46', 1]
['балаларына', 1]
['тойгъан', 1]
['къайтажакъбыз', 1]
['менсиз', 1]
['къалмагъыз', 1]
['ойнайлар', 1]
['дюгюшелер', 1]
['атылалар', 1]
['мидагъа', 1]
['миданы', 1]
['мидадан', 1]
['дидагъа', 1]
['диданы', 1]
['дидадан', 1]
['гиданы', 1]
['барындан', 1]
['оьлетден', 1]
['ярлы-юрлю', 1]
['ябагъы', 1]
['айрылы', 1]
['сенек', 1]
['къартыллама', 1]
['къучакълайлар', 1]
['тынглайгъан', 1]
['къалалар48', 1]
['йыртгъычланы', 1]
['ювугъуна', 1]
['арсланкъапландан', 1]
['тутсам', 1]
['айланагъа', 1]
['асталыкъ-усталыкъ', 1]
['елеген', 1]
['орманлыкъгъа', 1]
['орманлыкъдагъы', 1]
['буту-къолу', 1]
['тартылма', 1]
['эслеп', 1]
['жанын', 1]
['увучуна', 1]
['арсланым', 1]
['алгъасамай', 1]
['оьрге-тёбен', 1]
['аякъларындан', 1]
['айланышындан', 1]
['кепи', 1]
['айлансанг', 1]
['анангдан', 1]
['тувгъанынга', 1]
['гьёкюндюрермен', 1]
['отланы', 1]
['айланасан', 1]
['аяйманмы', 1]
['алгъасама', 1]
['турмагъан', 1]
['агъай', 1]
['йыгъылмагъыр', 1]
['къуйругъум', 1]
['инан', 1]
['битмеген', 1]
['къурумсакь', 1]
['кавланып', 1]
['онгай', 1]
['сойралтып', 1]
['аралып', 1]
['гёзлеринг', 1]
['деген50', 1]
['къысмат', 1]
['азыкъсан', 1]
['азагъынгман', 1]
['атабабаларыбыз', 1]
['азыгъыгъыз', 1]
['этибизни', 1]
['ашамай', 1]
['кёбюсюн', 1]
['азын', 1]
['тилевюнг', 1]
['эшегимен', 1]
['къодугъум', 1]
['уьюгюз', 1]
['ердедир', 1]
['къаравулугъуз-затыгъыз', 1]
['къаравулубуз', 1]
['кимлердир', 1]
['къаравулларыгъызны', 1]
['тюшлюкге', 1]
['ойшалып', 1]
['есисини', 1]
['гёнделен', 1]
['тогъасны', 1]
['тикчюйню', 1]
['билгенге', 1]
['агьмакъны', 1]
['гиргеним', 1]
['къодукъдан', 1]
['улуйгъанын', 1]
['юртлу', 1]
['итлерден', 1]
['гелмесге', 1]
['гире57', 1]
['арсланбек', 1]
['къолтугъуна', 1]
['ички', 1]
['къонакъларын', 1]
['писиремей', 1]
['хомузчусуна', 1]
['согъуп', 1]
['хомузчу', 1]
['согъайым', 1]
['бузавну', 1]
['билегени', 1]
['кюлеме', 1]
['узаталар', 1]
['тонлугъум', 1]
['ягъалыкъ', 1]
['тогъузубузну', 1]
['терилерибизден', 1]
['шыбышлап', 1]
['гьиллабыз', 1]
['озмас', 1]
['айланышалар', 1]
['сувъяраву', 1]
['исевюм', 1]
['онгарыламан', 1]
['бутагъы-заты', 1]
['тапгъынча', 1]
['арсланбекни', 1]
['гененип', 1]
['61', 1]
['хабар-хабар', 1]
['хаплис', 1]
['ханбегила', 1]
['адайлис', 1]
['гюлеме', 1]
['мама', 1]
['гюлчю', 1]
['патима', 1]
['киштей', 1]
['гийикге', 1]
['тиймеди', 1]
['къапгъа', 1]
['хынжал', 1]
['сапгъа', 1]
['алиге', 1]
['токъ', 1]
['валиге', 1]
['танглаву', 1]
['тотайгъа', 1]
['тамакъ', 1]
['болатгъа', 1]
['жигелек', 1]
['магьамматгъа', 1]
['беклетип', 1]
['аркъасын', 1]
['балаларындан', 1]
['анагъыз', 1]
['аркъам', 1]
['елиним', 1]
['къаршылап', 1]
['эчкиге', 1]
['отлаймысан', 1]
['бажарамысан', 1]
['уллуму', 1]
['балаларынга', 1]
['къоркъмайгъан', 1]
['ашатагъанда', 1]
['яныгъызгъа', 1]
['мендей', 1]
['къычырса', 1]
['ачмагъыз', 1]
['дегенмен', 1]
['къычырыр', 1]
['билдирмек', 1]
['бармакъларымдагъы', 1]
['юзюклери', 1]
['аягъымны', 1]
['гёрсетермен', 1]
['ачмассыз', 1]
['буварып', 1]
['отлавгъа', 1]
['ёкълугъун', 1]
['алданындан', 1]
['танымайсыз', 1]
['анагъызман', 1]
['билеги', 1]
['билегинде', 1]
['билезиги', 1]
['унгъа', 1]
['бёлеп', 1]
['бармакъларына', 1]
['саламдан', 1]
['юзюклер', 1]
['юзюклю', 1]
['бармакъларым', 1]
['ачалар', 1]
['гидивлени', 1]
['отун', 1]
['ез', 1]
['чарда', 1]
['чарлап', 1]
['тюппе-тюз', 1]
['гьинкалыма', 1]
['аювдур', 1]
['дахниме', 1]
['бёрюдюр', 1]
['гьинкалын', 1]
['уруша', 1]
['мааа', 1]
['гидив', 1]
['энгилигин', 1]
['сенгилигин', 1]
['къайта62', 1]
['согъан', 1]
['хасилени', 1]
['хыярланы', 1]
['сугъармагъа', 1]
['къычырырман', 1]
['ачарсан', 1]
['айтагъанда', 1]
['халталаны', 1]
['какичлерин', 1]
['тюшден', 1]
['терезе', 1]
['ашалгъан', 1]
['гьызлары', 1]
['къайнама', 1]
['тёшюн', 1]
['гелдагъы', 1]
['гелейимдагъы', 1]
['чабарда', 1]
['къалгъансан', 1]
['минмекде', 1]
['дюнгюр-дюнк', 1]
['имансыз', 1]
['чиркиген', 1]
['какичге', 1]
['ошап', 1]
['къалгъан64', 1]
['ёлдашлар', 1]
['арыкъ', 1]
['нечесе', 1]
['семирип-къутуруп', 1]
['къурдашлар', 1]
['къоркъмайлар', 1]
['кепленип', 1]
['тамагъын', 1]
['етишмеги', 1]
['къычыртып', 1]
['сюзегенине', 1]
['къоркъач', 1]
['яшынма', 1]
['ёлдашларыны', 1]
['какъмагъа', 1]
['ютма', 1]
['кимлер', 1]
['бюклеп', 1]
['урду', 1]
['уьстюмден', 1]
['токътады', 1]
['уланларыны', 1]
['сюзегенге', 1]
['тюзю', 1]
['эди73', 1]
['тюшсене', 1]
['къушу', 1]
['хабарлайым', 1]
['итлери', 1]
['хабарлайгъангъа', 1]
['чакъырайым', 1]
['хабарла', 1]
['тарыкълы', 1]
['74', 1]
['жымчыкъны', 1]
