['бур', 1623]
['яхъулу', 1]
['мухiлу', 1]
['карчiгу', 1]
['бугъхьусса', 1]
['кацiа', 1]
['уссихь', 1]
['бутарча', 1]
['бачинниссия', 1]
['хха', 1]
['руртусса', 1]
['дулама', 1]
['ритавривун', 1]
['уссичiангу', 1]
['рикiирал', 1]
['къараахiмадлухьгу', 1]
['ницах', 1]
['ургу', 1]
['касакирттах', 1]
['гъавгъун', 1]
['цукуннугу', 1]
['ницачiан', 1]
['нания', 1]
['аьркина', 1]
['тiурчагу', 1]
['ххютлия', 1]
['лагайхъу', 1]
['хiакинначiан', 1]
['ярахiмадлухлу', 1]
['мурхьирал', 1]
['пакьир', 1]
['кьяпагу', 1]
['цизиссара', 1]
['ухний', 1]
['банссарахха', 1]
['гьухъа', 1]
['чарийх', 1]
['хъарасгу', 1]
['гъайтiун', 1]
['зертiа', 1]
['хiая', 1]
['яруннил', 1]
['чiекьа', 1]
['аьрщарава', 1]
['учави', 1]
['итаннав', 1]
['къаитаннав', 1]
['ххютуйх', 1]
['бищлай', 1]
['бакiу', 1]
['иллай', 1]
['душманнащал', 1]
['балайгу', 1]
['ницругу', 1]
['ур94', 1]
['бувкiуну', 1]
['кьюкьрай', 1]
['цанний', 1]
['къадаркьуну', 1]
['гьунттийхавайгу', 1]
['авчусса', 1]
['лекьан', 1]
['хилчiа', 1]
['янналувугу', 1]
['арсанан', 1]
['мискиншиврий', 1]
['ихьлахьисса', 1]
['ханшиву', 1]
['арснайн', 1]
['аваданми', 1]
['машачитурал', 1]
['машабан', 1]
['цащал', 1]
['гайннащал', 1]
['кiанттурдайнгу', 1]
['хайргу', 1]
['бавцiсса', 1]
['гъалгъардай', 1]
['ттуйна', 1]
['бахъарча', 1]
['цаняр', 1]
['ританна', 1]
['дулу', 1]
['пишкашру', 1]
['ссайгъатру', 1]
['хъамаличуная', 1]
['гьаву', 1]
['лаххия', 1]
['кiиссураха', 1]
['дустурачiан', 1]
['щарссаний', 1]
['канийгу', 1]
['усттарначiа', 1]
['къацiувххуну', 1]
['щяриртун', 1]
['неххяйн', 1]
['бутара', 1]
['нехял', 1]
['кьавкьуну', 1]
['ххярацултту', 1]
['кьаллул', 1]
['къалякъинххурав', 1]
['гьанттайннин', 1]
['найгу', 1]
['гьанттай', 1]
['мурхьирайн', 1]
['рутанна', 1]
['хьхьудяризал', 1]
['хъунаманахь', 1]
['щяйтiан', 1]
['хiукуматрай', 1]
['билятрай', 1]
['ладиртушиву', 1]
['гьайхту', 1]
['мурхьхьирая', 1]
['микiлавчiун', 1]
['ккащиул', 1]
['ну', 1]
['ладиртун', 1]
['губернаторну', 1]
['нукартурайн', 1]
['дусъя', 1]
['цайнма', 1]
['муттаэсса', 1]
['ласу-къасурдайн', 1]
['хiанттихун', 1]
['ханнайн', 1]
['ххирая', 1]
['лавмартсса', 1]
['ляркъуна', 1]
['бухiан', 1]
['къарийн', 1]
['хъахъи', 1]
['личiан', 1]
['жухь', 1]
['къарилгу', 1]
['цичiана', 1]
['уратiий', 1]
['дуркiсса', 1]
['цiувххуна', 1]
['бусаннин', 1]
['губернаторал', 1]
['вичiава', 1]
['инсантурахь', 1]
['бувссар', 1]
['куццуйсса', 1]
['къаливккуссар', 1]
['кулпатра', 1]
['бувсунбур', 1]
['щялмахъчи', 1]
['ккупiаснайн', 1]
['хъатiуйя', 1]
['зухьгу', 1]
['хавар95', 1]
['буттая', 1]
['хiалтiилухун', 1]
['шавхьуну', 1]
['гургригу', 1]
['касакругу', 1]
['дуканну', 1]
['ттулсса', 1]
['чумартлулмий', 1]
['ахттайнчiумал', 1]
['чумартлул', 1]
['уссихъ', 1]
['цахъис', 1]
['къабуллуну', 1]
['лавмартнахь', 1]
['ацiарча', 1]
['башттанмурчiи', 1]
['чанигу', 1]
['чiантi', 1]
['гьарахъ', 1]
['алттил', 1]
['хасият', 1]
['увхманан', 1]
['бувчiайсса', 1]
['цулчiай', 1]
['гьарахъалтия', 1]
['чiапiи', 1]
['буккарчан', 1]
['бучiайшиву', 1]
['хiухчичiасса', 1]
['цухьлухь', 1]
['тiиссакса', 1]
['жанавартгу', 1]
['мурхьхьирчiан', 1]
['бивттуну', 1]
['яруннан', 1]
['хiухчичiан', 1]
['мусих', 1]
['ккаччигу', 1]
['шагрулийн', 1]
['пачахiначiан', 1]
['цуя', 1]
['хiакиннаща', 1]
['бивагу', 1]
['бивчiайссания', 1]
['аьзаврай', 1]
['угь-къак', 1]
['багьнунияр', 1]
['машара', 1]
['ялугьлагьира', 1]
['къахьуншиврул', 1]
['ккаччичiан', 1]
['паччахiпачiан', 1]
['шашан', 1]
['давривун', 1]
['бушкъаправун', 1]
['дурхтiун', 1]
['хiачiавривун', 1]
['шания', 1]
['баврихлу', 1]
['ххазинартту', 1]
['чумартлун', 1]
['бувкiссар', 1]
['лавмартнан', 1]
['бавссарив', 1]
['нуххува', 1]
['мусийгу', 1]
['хiухчичiа', 1]
['щин-бунугу', 1]
['бувсмур', 1]
['шархьсса', 1]
['мурхьираягу', 1]
['бивттун', 1]
['жухва', 1]
['цу-унугу', 1]
['аннуча', 1]
['иривну', 1]
['увхсса', 1]
['тика', 1]
['чумартрив', 1]
['ур103', 1]
['тiарс', 1]
['кунная-ку', 1]
['паракъатшиву', 1]
['гьармудан', 1]
['къалмакъаллу', 1]
['хiухчийн', 1]
['шанагу', 1]
['хiухчища', 1]
['шапай', 1]
['дурду', 1]
['диял', 1]
['лякьа', 1]
['дукъаччайсса', 1]
['арамтурах', 1]
['ххирар', 1]
['лютитал', 1]
['кiилчинмунил', 1]
['бугьайсар', 1]
['шамулчинмунил', 1]
['дацин', 1]
['чарчча', 1]
['дуки', 1]
['цалчинмунихь', 1]
['хьулу', 1]
['букканну', 1]
['увкутари', 1]
['люти', 1]
['улува', 1]
['кiилчинмунихь', 1]
['шамулчинмунихь', 1]
['бугьай', 1]
['мухi', 1]
['ттирхiуссе', 1]
['ттирхiушиву', 1]
['кунд', 1]
['гамунал', 1]
['гужсса', 1]
['къачiалли', 1]
['ттирхiуссарив', 1]
['дахъан', 1]
['хiисилу', 1]
['циламур', 1]
['халкьуннал', 1]
['лурзисса', 1]
['буручча', 1]
['115', 1]
['дурккусса', 1]
['ущу', 1]
['щулгъидул', 1]
['лавхьхьурив', 1]
['хiайванитрал', 1]
['лавхьхьунни', 1]
['ивчiанниссар', 1]
['завугу', 1]
['хiаятравусса', 1]
['ихтилатрайн', 1]
['хъину', 1]
['ццуттукку', 1]
['гъаттарал', 1]
['илхъилувусса', 1]
['ссавнийнгу', 1]
['аьрщарайигу', 1]
['къадав', 1]
['хъарду', 1]
['бунагьри', 1]
['тiайлассара', 1]
['бувсмургу', 1]
['хiисавравун', 1]
['ганищалгу', 1]
['къаличiай', 1]
['хозяйнал', 1]
['чiявуну', 1]
['хiакъину', 1]
['лагансса', 1]
['хiалу', 1]
['бизансса', 1]
['гьунтий', 1]
['бивхьунма', 1]
['битанниссара', 1]
['ттуккуйн', 1]
['чiаххучунал', 1]
['гьукун', 1]
['ницрив', 1]
['ницахъ', 1]
['багьанссар', 1]
['дикiун', 1]
['бихханнин', 1]
['заназу', 1]
['гъалгъалий', 1]
['щарссаннихъ', 1]
['бикiаву', 1]
['рагьаврин', 1]
['рагьавурив', 1]
['къалмакъалданин', 1]
['вичiату', 1]
['ивкiра', 1]
['къалмакъал', 1]
['аьнакiив', 1]
['ажари', 1]
['цiувххун', 1]
['урвав', 1]
['ави', 1]
['ивчiантiий', 1]
['кьабусарча', 1]
['ваначiату', 1]
['ивкi', 1]
['ун', 1]
['къашаймунин', 1]
['щайссар', 1]
['щякъаивкiун', 1]
['даттанниссия', 1]
['къадахчинниссар', 1]
['ажартул', 1]
['шардату', 1]
['ттуршах', 1]
['ивкiссарив', 1]
['хъяхъаврил', 1]
['савав', 1]
['ванахь', 1]
['къацiуххайсса', 1]
['къа', 1]
['дахчайсса', 1]
['чулийн', 1]
['къалмакъал11', 1]
['къуртма', 1]
['буккайссар', 1]
['щюлли', 1]
['хьхьирива', 1]
['гъели', 1]
['дан-шиврул', 1]
['къуртмалул', 1]
['цичiанма', 1]
['кьацiлих', 1]
['бугьлан', 1]
['бюкьан', 1]
['муниятур', 1]
['ух-ссавнил', 1]
['дяркъу', 1]
['жучiанна', 1]
['дияйсса', 1]
['гъелишву', 1]
['бичлан', 1]
['къавтiилул', 1]
['гъелишиву', 1]
['шайссар14', 1]
['лак', 1]
['симандусса', 1]
['жагьилли', 1]
['чаннал', 1]
['яргшиврул', 1]
['ккурккисса', 1]
['кун-нан', 1]
['бургъий', 1]
['гъелишиврий', 1]
['бургъихь', 1]
['чiалайвагу', 1]
['ттуруллавух', 1]
['чiалайра', 1]
['ххуйс-са', 1]
['бургъин', 1]
['къачган', 1]
['га-нил', 1]
['кьяркьи', 1]
['лажиндаравух', 1]
['лиххан', 1]
['лихълан', 1]
['буккавривун', 1]
['шайссар24', 1]
['аьсс', 1]
['пiайтiундалий', 1]
['ачайссар', 1]
['хьхьимичiирттал', 1]
['пиягьру', 1]
['личлан', 1]
['цiупардур', 1]
['пiайтiундалул', 1]
['чарттайх', 1]
['къар-къартiи', 1]
['къув', 1]
['аьс', 1]
['кiялану', 1]
['савруннайсса', 1]
['ххуллийн28', 1]
['хъамиттурши', 1]
['цiурттая', 1]
['хъувату', 1]
['бакiлахъия', 1]
['байссар', 1]
['нухьхьая', 1]
['лачiал-чiаллал', 1]
['къалар-дая', 1]
['ттуруллан', 1]
['ларгукун', 1]
['тiинттан', 1]
['лачiайссар', 1]
['ттуруллаща', 1]
['кьалмул', 1]
['зунттавун', 1]
['гиччагу', 1]
['бувгьукун', 1]
['ххяхханшиврул', 1]
['гьарал', 1]
['кiаналгу', 1]
['щи-нал', 1]
['буккайссар32', 1]
['ссавния', 1]
['багьайссарив', 1]
['гадри', 1]
['вявлилсса', 1]
['ххяллуйн', 1]
['тiанкiа', 1]
['дихьлахьаврил', 1]
['сситтуйн', 1]
['вичiанма', 1]
['занналгу', 1]
['гайннуя', 1]
['ссавруннай', 1]
['ссавнийсса', 1]
['цiукун', 1]
['гадлун', 1]
['зунттал', 1]
['даралуву', 1]
['багьайссар', 1]
['ниттичiа', 1]
['ччай37', 1]
['лагрулийсса', 1]
['тухум', 1]
['мийксса', 1]
['инсантурай', 1]
['хiайвантрай', 1]
['занная', 1]
['ку-ну', 1]
['оьрватiайн', 1]
['къудурну', 1]
['тухумрал', 1]
['гужрайн', 1]
['кьувватрайн', 1]
['заннангу', 1]
['лагру', 1]
['зараллу', 1]
['къабулланшиврул', 1]
['лургъишин', 1]
['ядурну', 1]
['дур61', 1]
['чiатiарак', 1]
['ри-тайсса', 1]
['авчи', 1]
['ххяллурдая', 1]
['кьунтту', 1]
['лекьлан', 1]
['биркiун', 1]
['бяслий', 1]
['айсса', 1]
['цайминнаща', 1]
['ритансса', 1]
['акъахьукун', 1]
['мицiлийнгу', 1]
['амир-дуяр', 1]
['лагрулий-сса', 1]
['заннан', 1]
['данссарив', 1]
['га-нал', 1]
['цачiарасса', 1]
['амирдущал', 1]
['кайкай', 1]
['ганаша', 1]
['лагмасса', 1]
['даян', 1]
['пахручи', 1]
['багьадура', 1]
['дуцари', 1]
['личiлай', 1]
['дачайсса', 1]
['агьалинал', 1]
['бусаврин', 1]
['кьютiилу', 1]
['шамила', 1]
['лурзи', 1]
['муххайх', 1]
['рищайсса', 1]
['карусса', 1]
['ганз', 1]
['амирдуща', 1]
['руцан', 1]
['оьрмулухунсса', 1]
['къювулийн', 1]
['ув-тун', 1]
['зунттаву', 1]
['къакiулссар', 1]
['кiану112', 1]
['бияв', 1]
['дакiнири', 1]
['чiивинисса', 1]
['лакьлан', 1]
['жуннийн', 1]
['кьяцлул', 1]
['ут-ту', 1]
['итияра', 1]
['бучiиссарив', 1]
['увна', 1]
['циваннив', 1]
['бувсу-нав', 1]
['маитара', 1]
['цукуннив', 1]
['кьабагьу', 1]
['оьккиссар', 1]
['дирхьуна', 1]
['къадурку-на', 1]
['тива', 1]
['ххуйбакъасса', 1]
['булара', 1]
['дурсуна', 1]
['иссун', 1]
['бюхъаншиврул', 1]
['дурккукун', 1]
['марххала', 1]
['бивхьуру', 1]
['бувтуна', 1]
['увкукун', 1]
['къавхьуна', 1]
['дурна', 1]
['буллугъшиву', 1]
['яла-пар', 1]
['бивкiру113', 1]
['сухалуту', 1]
['аьхъярдал', 1]
['батiи', 1]
['зузисса', 1]
['чiаххухъами', 1]
['батiихь', 1]
['батiил', 1]
['тiартiсса', 1]
['хилкiравусса', 1]
['ппилисирттал', 1]
['учавривун', 1]
['кiанттувусса', 1]
['ур114', 1]
['ккуллал', 1]
['райондаллийсса', 1]
['хъювхъиял', 1]
['шяраватусса', 1]
['бувсу-на', 1]
['хъювхъатусса', 1]
['къурув', 1]
['ман-тули', 1]
['давуртту', 1]
['хъю', 1]
['дархьуну', 1]
['гьаттаран', 1]
['лазуни', 1]
['був-ккун', 1]
['оьллу', 1]
['занакьала', 1]
['хьуву', 1]
['вихлу', 1]
['дунук-кар', 1]
['аьжаивгу', 1]
['чiаххуранний', 1]
['дургу', 1]
['мабусара', 1]
['халкьуннахь', 1]
['ливну', 1]
['халкьуннан', 1]
['щулурдая', 1]
['мусилли', 1]
['чарттая', 1]
['дурссар', 1]
['бикiай132', 1]
['тiитiлай', 1]
['ппив-ххив', 1]
['дичлай', 1]
['чапал', 1]
['диркiни', 1]
['шикку-тикку', 1]
['дишайс-са', 1]
['чiяруну', 1]
['дул-лай', 1]
['хъанахъимур', 1]
['ссурссулийх', 1]
['руртсса', 1]
['кюрщантру', 1]
['зеххинмур', 1]
['зерххума', 1]
['ссурссулухсса', 1]
['сувун', 1]
['аццалавлун', 1]
['чiаххурахь', 1]
['цища', 1]
['аццалавлуя', 1]
['чiаххухъаннил', 1]
['зеххайхту', 1]
['аццалавлуща', 1]
['рути', 1]
['рищай', 1]
['тiийкун', 1]
['да-кьай', 1]
['патiия', 1]
['мач-чахъая', 1]
['кiукiлу', 1]
['мукъурттил', 1]
['ганил-гу', 1]
['аццалавлухьхьун', 1]
['чарссагу', 1]
['лар-суну', 1]
['энчiгу', 1]
['дур133', 1]
['цурдалусса', 1]
['щарс-саничiан', 1]
['щарссаница', 1]
['ваничiан', 1]
['ччи-мур', 1]
['ссихьир', 1]
['ини-кьали', 1]
['сухасу-лул', 1]
['кiинттулнинсса', 1]
['ччуччия', 1]
['дурххуну', 1]
['сухасуллул', 1]
['бувкун', 1]
['щарссланил', 1]
['къадучiанна', 1]
['сухасулуяту', 1]
['ду-рурччуну', 1]
['цiуцiавриятугу', 1]
['дур145', 1]
['кiинттул', 1]
['марххалттанил', 1]
['чiикi', 1]
['бувна', 1]
['дяхт-та', 1]
['дарвазалийн', 1]
['хiаятра-вун', 1]
['бурттигьунай', 1]
['буларакьай', 1]
['асват', 1]
['оьсса', 1]
['мяшсса', 1]
['пиръан', 1]
['касакрал', 1]
['дикiайва', 1]
['хъамаличунахь', 1]
['булакьай', 1]
['учав', 1]
['бакъахьурча', 1]
['зучiа', 1]
['дарвазалува', 1]
['ччатiуй', 1]
['мяшхьуну', 1]
['ци-ванни', 1]
['къабуллусса', 1]
['хьуча', 1]
['марххалттанийвагу', 1]
['аьшру', 1]
['бувчiуна', 1]
['ушиву', 1]
['бувсунав', 1]
['гъанчутал', 1]
['ливтiунни', 1]
['гьар', 1]
['къабивкiунни', 1]
