['сай', 989]
['ганзухълиубси', 1]
['кьацiбашули', 1]
['дутiили', 1]
['терал', 1]
['143', 1]
['учче', 1]
['ууче', 1]
['хьунижил', 1]
['дахьул', 1]
['хiямхiяжиб', 1]
['чибле', 1]
['уучижиб', 1]
['уучилцце', 1]
['бабкье', 1]
['иже', 1]
['чикабихьа', 1]
['бааццулдану', 1]
['абичче', 1]
['уучилдил', 1]
['хiямхiяжил', 1]
['чисабалчунна', 1]
['аб', 1]
['бибчiибмале', 1]
['ттааба', 1]
['ккулия', 1]
['уучиже', 1]
['чикабишибле', 1]
['саб145', 1]
['бякьюнне', 1]
['дильтiий', 1]
['бакъидай', 1]
['бикъмекъит', 1]
['дильтiин', 1]
['дильтiун', 1]
['хiядур', 1]
['вияши', 1]
['дуя', 1]
['сякъидава', 1]
['сямякъят', 1]
['юкiай', 1]
['берхiидай–', 1]
['бидагьул', 1]
['квиял', 1]
['хiялукуцце', 1]
['диикъи', 1]
['чикаеххул', 1]
['дудилья', 1]
['дишдакъидай', 1]
['дикъмекъит', 1]
['бакъа', 1]
['квияллидил', 1]
['дакъиб', 1]
['хiялуккуцце', 1]
['букун', 1]
['квикабисун', 1]
['буш', 1]
['мицле', 1]
['бицiибзиб', 1]
['сини', 1]
['пюхiлалла', 1]
['вяукiул', 1]
['йильсун', 1]
['абабай', 1]
['сечiу', 1]
['баакъибла', 1]
['сикi', 1]
['алдихь', 1]
['къилиджуд', 1]
['диндекун', 1]
['аппильце', 1]
['сусвикун', 1]
['тильйидицакъул', 1]
['виндул', 1]
['дуццан9', 1]
['убле', 1]
['рурсиликелла', 1]
['валкьавурле', 1]
['гiелабсе', 1]
['гьарахъсе', 1]
['хябан', 1]
['вацiалицце', 1]
['тiахiли', 1]
['ккалкнера', 1]
['калкьуле', 1]
['чирхнера', 1]
['къяпттураадиркьуле', 1]
['итаранигiе', 1]
['вацiалиццеб', 1]
['ккалгiя', 1]
['цукбикиб', 1]
['тiанилте', 1]
['вахъки-гiятiне', 1]
['иркме', 1]
['деклис', 1]
['удабккибле', 1]
['шинта', 1]
['урегiеб', 1]
['биркьуле', 1]
['тахълегiе', 1]
['укибяхъибле', 1]
['сурк-суркбаркьибле', 1]
['пушбаркьиб', 1]
['хiурхъела', 1]
['гiятiнера', 1]
['гiямрегiе', 1]
['гьайбаркьиб', 1]
['вацiалиццер', 1]
['ттураитабле', 1]
['дубуртела', 1]
['кьякьгъунти', 1]
['хункiела', 1]
['дитархъуле', 1]
['диркьдирахъуле', 1]
['хункiарлицце', 1]
['ттуравхъунсера', 1]
['диркь', 1]
['майдайке', 1]
['бяхiяхъгъунте', 1]
['лихiппера', 1]
['удунелиуд', 1]
['дургьанте', 1]
['дикьуле', 1]
['кидуналикедте', 1]
['вавнали', 1]
['кабуцибсе', 1]
['авлахълике', 1]
['кайибсе', 1]
['вавне', 1]
['дулхъахъве', 1]
['хъулассе', 1]
['варккиб', 1]
['кьискайкiуле', 1]
['убяхiбикиб', 1]
['хупiбаркьибле', 1]
['ттурасибле', 1]
['пiинчiттуракабаркьиб', 1]
['хункiарлиццелара', 1]
['лихiппарлиццелара', 1]
['чугурчилиццелара', 1]
['беттахъ', 1]
['ттураухъунсера', 1]
['хупiттурабаркьибле', 1]
['беттахъбикибле', 1]
['шувара', 1]
['думлигьаб', 1]
['пинчiттурабаркьибле', 1]
['биххиб', 1]
['тетли-ханумла', 1]
['битиянигiев', 1]
['къаршиикиб', 1]
['вабигьве', 1]
['тiахiликев', 1]
['вашшан', 1]
['арзалле', 1]
['алавбикьуле', 1]
['юлдашаццела', 1]
['ттураухъунсе', 1]
['тетли-ханумлишшу', 1]
['даркьатле', 1]
['гiялихан-батирлицце', 1]
['ца-дуцiла', 1]
['ца-цiакьла', 1]
['ца-яхiла', 1]
['разикайиб', 1]
['юлдашацелла', 1]
['гьунарте', 1]
['хiербикiванте', 1]
['кабатурле', 1]
['улкалиццев', 1]
['ургьибсе', 1]
['устара', 1]
['гiялихан-батирра', 1]
['абтле', 1]
['битаруле', 1]
['гьарвашшуле', 1]
['хiеребабхiеле', 1]
['дерччара', 1]
['тiащицуцур', 1]
['адимтали', 1]
['гьенис', 1]
['уссалахъан', 1]
['какьурле', 1]
['уссаве', 1]
['уста', 1]
['гьалаитухъе', 1]
['уссе', 1]
['сайни', 1]
['юлдашацце', 1]
['битавурселликелла', 1]
['харчиццурле', 1]
['цатiахiай', 1]
['керарзибле', 1]
['вархьле', 1]
['левайибле', 1]
['кивалхiвахъе', 1]
['хункiарли', 1]
['устас', 1]
['гьарукья', 1]
['бяхъибхiеле', 1]
['дитавур', 1]
['гiервабхiеле', 1]
['диркьдаркьиб', 1]
['гьалаикиб', 1]
['дуцiлиццев', 1]
['вяхiяхъара', 1]
['дурхъяб', 1]
['хiербакьибсе', 1]
['гiеларкат', 1]
['ламартлис', 1]
['баткиагъара', 1]
['хiебрар', 1]
['цуккикайгъис', 1]
['кавхъе', 1]
['бугъаццела', 1]
['ттураагъиб', 1]
['хъямикибле', 1]
['бугъала', 1]
['мукукре', 1]
['гьензамана', 1]
['къакълегiеркат', 1]
['бугъара', 1]
['баткиагъиб', 1]
['булхъана', 1]
['лас-ласбаркьибле', 1]
['ццаке', 1]
['ццакеркат', 1]
['кабакiибле', 1]
['баркберттиб', 1]
['хiябисил', 1]
['юлдашаццелла', 1]
['мехiла', 1]
['катурле', 1]
['кидихьибле', 1]
['гьигьбикiвахъара', 1]
['биштiасе', 1]
['гiямира', 1]
['батурле', 1]
['дукке', 1]
['алавчар', 1]
['урцули', 1]
['убикьур', 1]
['хiинтiинбибхiеле', 1]
['кивалхiве', 1]
['шаладикарикел', 1]
['ибхьанте', 1]
['яхiбаркьиб', 1]
['аммаке', 1]
['шаладикибхiеле', 1]
['гiяххубаркьахъиб', 1]
['–вягiда', 1]
['буе', 1]
['пiинчiттурабаркьиб', 1]
['–лебира', 1]
['кялгiвя', 1]
['тиладиикiуле', 1]
['урхьухупiлицце', 1]
['хупiбаркьахъиб', 1]
['вазирли', 1]
['дархiалис', 1]
['хьалле', 1]
['гьаваххана', 1]
['агъва', 1]
['дегiте', 1]
['дархiнела', 1]
['аккварте', 1]
['вазиртела', 1]
['чугурчицце', 1]
['дулхъанакагъибле', 1]
['дехiсурдехъиб', 1]
['гьенегiеб', 1]
['шакхiебкибле', 1]
['деч', 1]
['дерччибте', 1]
['гiелабтера', 1]
['юргъабаццер', 1]
['юргъара', 1]
['дикiарбаркьахъара', 1]
['хъарбаркьиб', 1]
['урчаке', 1]
['хiерикiванигiе', 1]
['гьенишшу', 1]
['биштiассе', 1]
['юргъа', 1]
['атмайситну', 1]
['ассаба', 1]
['асса', 1]
['уркурлике', 1]
['кабарццисил', 1]
['бакьибхiеле', 1]
['вамкьур', 1]
['биркьанен', 1]
['хайриаквар', 1]
['жура', 1]
['паргъумтера', 1]
['урчера', 1]
['лехiхiехъибле', 1]
['сассиб', 1]
['уркулике', 1]
['кабихьаллера', 1]
['даршнале', 1]
['биштiакабив', 1]
['бикъуле', 1]
['лугъре', 1]
['масли', 1]
['бицiахъара', 1]
['ккялгiя', 1]
['бацiакьухiелера', 1]
['кикаратур', 1]
['урккурлике', 1]
['тетли-ханумра', 1]
['юлдашера', 1]
['урсакiиб', 1]
['цiатiахiанра', 1]
['чугурчира', 1]
['урхьухупiра', 1]
['мехъликеб', 1]
['муснаке', 1]
['чарбухъе', 1]
['мехъликив', 1]
['калгунра', 1]
['ледкъанте', 1]
['гьунгултера', 1]
['ихъанигiе', 1]
['гьардукъиб15', 1]
['хiебалулихьар', 1]
['цiакьчевси', 1]
['бегiталара', 1]
['узусири', 1]
['урхiличив', 1]
['сунезибси', 1]
['халадешли', 1]
['хiяйван', 1]
['бубкiахъули', 1]
['урцулира', 1]
['уркiхiевхъи', 1]
['някъ-някъли', 1]
['вяхiили', 1]
['гiяндбакiили', 1]
['халкьлира', 1]
['вегι', 1]
['къиянбакiибси', 1]
['ирули', 1]
['шандан', 1]
['булкiахъуси', 1]
['талхъайчира', 1]
['кабаиб', 1]
['цiакьличила', 1]
['аравиаби', 1]
['нагагьла', 1]
['ваталли', 1]
['диркьу', 1]
['буцесра', 1]
['сунечиб', 1]
['гiяхiсив', 1]
['нарт-узбала', 1]
['вяхiвара', 1]
['итабти', 1]
['узили', 1]
['таманвиру', 1]
['нартанала', 1]
['балцасну', 1]
['бацес', 1]
['дуразлизи', 1]
['унци', 1]
['унцас', 1]
['бяхъибхiели', 1]
['чилирил', 1]
['вакiибсири', 1]
['ласбарили', 1]
['хiеръиб', 1]
['хiерикiалли–дубуртицад', 1]
['кьаркьлумала', 1]
['лявкьян', 1]
['мерличивад', 1]
['вяшхiевхъи', 1]
['узбазивад', 1]
['декiарикиб', 1]
['вялчiари', 1]
['ванзализивяхъиб', 1]
['чилира', 1]
['кахiейкахъибси', 1]
['ихили', 1]
['бацунхiели', 1]
['дигуйхiи', 1]
['дукьяна', 1]
['бабгиб', 1]
['бацун', 1]
['таманбируси', 1]
['чевсаргъиб', 1]
['бабгили', 1]
['балцули', 1]
['вебшили', 1]
['баци', 1]
['батаибхiели', 1]
['бацунра', 1]
['дяхiиван', 1]
['цiубиуб', 1]
['итавад', 1]
['чинавалра', 1]
['убкiхiебкiар', 1]
['бусагiят', 1]
['агуну', 1]
['гiягiнидеш', 1]
['жиирурину', 1]
['терси', 1]
['гъал', 1]
['вархьа', 1]
['гьанбиркур', 1]
['итад', 1]
['чархiелхъан', 1]
['кiи-кiел', 1]
['гiягiнитира', 1]
['виъниличи', 1]
['бамсрира', 1]
['дячун', 1]
['дицiайчи', 1]
['вявдикiескадииб', 1]
['хiи–хiи', 1]
['бучiахъули', 1]
['сунечидяхi', 1]
['хiячмазибад', 1]
['дурабитiун', 1]
['галгали', 1]
['кадушиб', 1]
['валкьхiеурли', 1]
['левалли', 1]
['гурднягъ', 1]
['чебухъун', 1]
['гурднягъра', 1]
['кабушиб', 1]
['хiедицiили', 1]
['хiедирцiу', 1]
['хiячми', 1]
['диалли', 1]
['сунези', 1]
['гъайикiули', 1]
['цацали', 1]
['алтiули', 1]
['галгуба', 1]
['дицiиб', 1]
['ватихьес', 1]
['кьасбарибгу', 1]
['урча', 1]
['вяшалра', 1]
['хiедиуб', 1]
['уркуйзи', 1]
['уркрала', 1]
['дигьири', 1]
['бебшиб', 1]
['тiама-гьамала', 1]
['дугi', 1]
['жанивартира', 1]
['леркули', 1]
['хев', 1]
['жанивартази', 1]
['хiедергахъалри', 1]
['чарухъунра', 1]
['хiезибад', 1]
['кибти', 1]
['гьунидати', 1]
['бирисну', 1]
['деркiиб', 1]
['неш-дудешлисра', 1]
['вархьаиб', 1]
['пикрибарибри', 1]
['вархьес', 1]
['авлахъ', 1]
['башутазивад', 1]
['гiелум', 1]
['ита', 1]
['бякьунти', 1]
['миъбиргiули', 1]
['урхьехiе', 1]
['итадра', 1]
['чарухъалли', 1]
['живарили', 1]
['вакiахъиб', 1]
['авлахъличибси', 1]
['ка', 1]
['бегiтазира', 1]
['урегибил', 1]
['увяхiхiевхъи', 1]
['бурлизи', 1]
['къазанна', 1]
['бурани', 1]
['чинабалра', 1]
['мурдни', 1]
['тiашлири', 1]
['гiялили', 1]
['чинарри', 1]
['дубхiехъиб', 1]
['миъкабиргiулри', 1]
['тiамдариб', 1]
['жамилизи', 1]
['миъвиргiулрану', 1]
['хъайгiирад', 1]
['берхiиливан', 1]
['алавчарти', 1]
['мер-муса', 1]
['шаладарили', 1]
['кадаибти', 1]
['чумилра', 1]
['вявбикiи', 1]
['цализилра', 1]
['дубхiехъира', 1]
['миъкабяргiиб', 1]
['ацiахъиб', 1]
['хъайгiир', 1]
['бацахъесра', 1]
['кахъесра', 1]
['хiякьясну', 1]
['хiелугари', 1]
['диурла', 1]
['кьадар', 1]
['хiечиб', 1]
['адхiесиб', 1]
['дурхъибад', 1]
['айи', 1]
['хiермайрид', 1]
['айиб', 1]
['аратур', 1]
['гьайбариб', 1]
['язихъбилузи', 1]
['жамизи', 1]
['пикримайкiудрану', 1]
['башахъен', 1]
['ласласбариб', 1]
['хiедикили', 1]
['хiябдаршцад', 1]
['мурда', 1]
['гiеббаиб', 1]
['язихъбизурти', 1]
['батес', 1]
['пикримайкiуд', 1]
['гьакiбариб', 1]
['жамила', 1]
['хiербирули22', 1]
['рарччиба', 1]
['арручибси', 1]
['вижи', 1]
['вихънавегъивли', 1]
['зягiипвичивкъялла', 1]
['дихiналцци', 1]
['гьаккабикiули', 1]
['ци', 1]
['мицiир', 1]
['цаданра', 1]
['гамзалер', 1]
['беккай', 1]
['гьел', 1]
['васиятра', 1]
['кичивли', 1]
['вепiчiив', 1]
['вепiчiивла', 1]
['дус-чiвел', 1]
['дичивли', 1]
['цад', 1]
['алавчелли', 1]
['гархарбеугули', 1]
['анкьав', 1]
['ттурабичев', 1]
['реццилих', 1]
['цябунда', 1]
['реккара', 1]
['кьабулдигьватталли', 1]
['анкьавталих', 1]
['луккана', 1]
['байкку', 1]
['ниссала', 1]
['заямабиратта', 1]
['реккаба', 1]
['анкьавиж', 1]
['барилли', 1]
['цявун', 1]
['биргьвару', 1]
['гьамцабишиувухби', 1]
['рицулиж', 1]
['цабун', 1]
['гъулухьиж', 1]
['хъаллабаривче', 1]
['нихьхьавижра', 1]
