["hic'ile", 5420]
['sarbati', 2]
['sarruq', 2]
['birqaqːi', 2]
['megʷalli', 2]
['ba̰rqːiban', 2]
["q'ullapːaj", 2]
['bumʡa̰n', 2]
['kalχuzle', 2]
['rikrirgle', 2]
['ra̰ħunda', 2]
['iblakːuj', 2]
['ustːaz', 2]
["berc'ibze", 2]
['tːuraraše', 2]
['salamra', 2]
['čerbičːible', 2]
["k'unča", 2]
["tːurasdač'ibhar", 2]
['naqːara', 2]
["ʡa̰rc'ra", 2]
["t'aħrat", 2]
['elgidaj', 2]
['usbaturre', 2]
["barq'ibtːel", 2]
['dučːakdišːibze', 2]
['laˤtːikne', 2]
['upːnad', 2]
['ibli', 2]
['habalčunnakːu', 2]
['raxlačːuda', 2]
['sadaħra', 2]
['zakrijaqale', 2]
["lajlatulq'adri", 2]
["hebiq'unze", 2]
["hebilq'ʷande", 2]
['ʡub', 2]
["skːalat'lirka", 2]
["marak'naj", 2]
['hadaʁisar', 2]
['baʁiban', 2]
["dac'le", 2]
['cːuli', 2]
['kuk', 2]
['delxːunil', 2]
['keriblide', 2]
['a̰walze', 2]
['disːade', 2]
['haraqbirʁan', 2]
['cːulahra', 2]
['mašː', 2]
['irχib', 2]
['qːasnijal', 2]
['sažule', 2]
['sažulišːurka', 2]
["č'abaq'ibhar", 2]
['konecli', 2]
['ʁa̰rʁlacːe', 2]
['iχtːikne', 2]
['čeheble', 2]
['durš', 2]
['xarzane', 2]
["k'ult'me", 2]
['ʡa̰rcare', 2]
['aršːilicːirka', 2]
['χːʷa̰rčle', 2]
['čerkdirgle', 2]
['bucubda', 2]
['dučːasdaʁibhar', 2]
['rijallira', 2]
['kːurtːali', 2]
['kabusːana', 2]
['aˤraxade', 2]
['χṵlula', 2]
['dabrarka', 2]
['kabusːanarka', 2]
['qːatːala', 2]
['čarsatːagurrarka', 2]
['kebišːidaj', 2]
['kadartande', 2]
["č'imijalla", 2]
["ubek'ze", 2]
['baˤla', 2]
["čuk'ra", 2]
["jebč'isar", 2]
["ruk'anze", 2]
['duχtːurajšːu', 2]
["rebč'isar", 2]
['karičible', 2]
['ruk', 2]
['ba̰ħkːubsːaħ', 2]
['aˤkrib', 2]
['kerilsːande', 2]
['puff', 2]
['bučːlakːu', 2]
['berčʷinda', 2]
['čerkri', 2]
['ča̰badanra', 2]
['ʡa̰nunara', 2]
['tːurara', 2]
["hedit'ab", 2]
["žahut'ad", 2]
['bikːanhar', 2]
['salṵqa̰n', 2]
["hebiq'unda", 2]
['čuqalira', 2]
['harakbičible', 2]
["aˤruk'ud", 2]
["počet'li", 2]
['xːarraʁible', 2]
['čapːakːurre', 2]
['hanali', 2]
['čarkatːargle', 2]
['duʡu', 2]
['rekːallira', 2]
['dilejkːan', 2]
['procentaj', 2]
['ʡabdulkarimlišːu', 2]
['ʡabdulkarim', 2]
['durhalide', 2]
['derčʷira', 2]
["murtk'alli", 2]
['gallara', 2]
['hatːiqle', 2]
['kisalirka', 2]
['hanajal', 2]
["balčabirq'le", 2]
['dollare', 2]
['ejdaruj', 2]
['sahjaʁib', 2]
['finik', 2]
["finik'ala", 2]
["rač'ibhar", 2]
["qːamp'it'ira", 2]
['haradelgurane', 2]
['rarcːurdi', 2]
['sːabre', 2]
['šušnira', 2]
['aˤdaxade', 2]
['keple', 2]
['gostinicːali', 2]
['ħuž', 2]
['aˤsːibda', 2]
['mebele', 2]
['aˤbikːannarka', 2]
['cːeχla', 2]
['aždaha', 2]
['aguranira', 2]
['daˤkːutːel', 2]
['ručinda', 2]
['jazidli', 2]
["ʡašuq'", 2]
['ikːande', 2]
['raqe', 2]
['ʡabdullahra', 2]
['ikːari', 2]
['buqunne', 2]
['ʡabdullahlišːu', 2]
['urajne', 2]
['xːarwaʁible', 2]
['unχ', 2]
['miskinira', 2]
['pačːahle', 2]
['žinsli', 2]
['ummat', 2]
['čarʁʷar', 2]
["bubk'anar", 2]
["bebč'ibsːaħ", 2]
['ħajwanra', 2]
['wojnala', 2]
['aˤsaqːaraj', 2]
['cuba̰lʁa̰n', 2]
['ispor', 2]
["učit'elle", 2]
['pawur', 2]
['haruχubda', 2]
["pirsidat'illi", 2]
['icːalle', 2]
["qarik'ʷmacːille", 2]
['ričːibdi', 2]
['darinili', 2]
["tːuraqa̰q'le", 2]
['kedilsːade', 2]
['hadalčun', 2]
['habalčun', 2]
['bučːaʁib', 2]
["maq'rala", 2]
['sakatːargan', 2]
["macatːik'licːille", 2]
["kilomit'rila", 2]
['irci', 2]
['agle', 2]
['turbala', 2]
["jašik'", 2]
["ʁap'le", 2]
["irq'lačːu", 2]
['grejderri', 2]
["duč'ade", 2]
['raʁibda', 2]
['rowesnik', 2]
['qarrirkara', 2]
["č'ʷalle", 2]
['šinnicːirka', 2]
["q'ʷa̰rt'", 2]
['diqdirʁlačːu', 2]
['admilicːirka', 2]
['balsaurχle', 2]
["uk'lačːu", 2]
['buχːulidaj', 2]
['biqːlačːu', 2]
["bač'iblakːu", 2]
['ča̰qra̰χible', 2]
["barq'itːra", 2]
['italsːle', 2]
['baʁiblakːu', 2]
['sawwarχːibi', 2]
['pitna', 2]
["rik'utːe", 2]
['warila', 2]
['ʡa̰q', 2]
['muʡulra', 2]
['daqibane', 2]
["aˤrč'urkačawaħ", 2]
['čahbaturre', 2]
['qːṵqːa̰pːe', 2]
["sumaq'ra", 2]
['qːṵqːaˤnirka', 2]
["ruk'", 2]
['risːlačːu', 2]
["nik'abaħze", 2]
['aˤχʷar', 2]
['wobšira', 2]
["č'adiq'lakːu", 2]
['sarsatːarganar', 2]
['arsarbarčible', 2]
['iχtilatli', 2]
['iχtilatlicːille', 2]
['a̰ndi', 2]
['žuwab', 2]
['arčatːarčib', 2]
['kːa̰r', 2]
['insanacːe', 2]
["bit'um", 2]
['zalχatle', 2]
["usːilt'le", 2]
['šːanni', 2]
['čewkejsːunne', 2]
['itiqandi', 2]
['dwojurodnɨjqale', 2]
['qːistabanni', 2]
['ħulajmatla', 2]
['raˤdilide', 2]
['dawʡalirka', 2]
['bilakːuzil', 2]
['čehbible', 2]
['sarsatːargle', 2]
['sabaʁib', 2]
['datur', 2]
['sejče', 2]
['bṵrq', 2]
['aˤbṵrqe', 2]
["aˤrarq'ible", 2]
['let', 2]
['zazajcːillira', 2]
['qːistabannirka', 2]
['ša̰ba̰nowičla', 2]
['a̰šːahrala', 2]
['cilakːu', 2]
['samatːirkitbaħ', 2]
['argandeble', 2]
["qːanžeqːuč'", 2]
['duħuqːara', 2]
["mawak'ab", 2]
['haqːab', 2]
['macːalicːirkuraħ', 2]
['babajšːurka', 2]
['čadarq', 2]
['cunni', 2]
['salminatlicːille', 2]
['rirasːunne', 2]
['uboršːicːadixːli', 2]
['χuligannicːille', 2]
['zarabotkːali', 2]
['ʡa̰k', 2]
['elgunsːaħ', 2]
["maq'amra", 2]
['medučilišːeli', 2]
['dollarɨqale', 2]
['dollarɨ', 2]
['kwartirante', 2]
['dilakanra', 2]
["urk'ic", 2]
["barq'araj", 2]
['nisːišːurka', 2]
['ča̰rqba̰qible', 2]
['sahdalčunne', 2]
['kumagra', 2]
['urirxːle', 2]
['žip', 2]
['dišːura', 2]
['turbaje', 2]
['musːnacːe', 2]
['bicibsːaħ', 2]
['woenkomatli', 2]
['urišːibil', 2]
['kaxubil', 2]
['belgunne', 2]
['karkas', 2]
["pat'imatqale", 2]
['iχtilatira', 2]
['saratːagurre', 2]
['wacnala', 2]
["dirq'uj", 2]
['xːarwaʁi', 2]
['bijalličːʷi', 2]
['sarrarχːibsːaħ', 2]
['buxari', 2]
['buxar', 2]
['učaba̰qible', 2]
["cik'alla", 2]
['meik', 2]
['dḭrχe', 2]
['madirqaba', 2]
['birqːʷi', 2]
['habarχid', 2]
['sarkdaturre', 2]
['čekriče', 2]
['babajlicːe', 2]
['ručːaraše', 2]
["aˤbarq'inda", 2]
['qejqːid', 2]
["ukat'ible", 2]
["ba̰t'ba̰t'ad", 2]
['χozʲajstwala', 2]
['zakiqale', 2]
['habaʁar', 2]
['bitaqi', 2]
["sɨlk'ali", 2]
['kolχuzra', 2]
["pirsidat'il", 2]
['bujnakskːli', 2]
['kutanni', 2]
['daˤnala', 2]
['kːišile', 2]
['baˤkːuranni', 2]
['miskinala', 2]
["iskːalat'lirka", 2]
['kulinskij', 2]
['da̰wʡilira', 2]
['ducːi', 2]
['arxːlale', 2]
["q'ulila", 2]
['mašːli', 2]
['čahdaʁible', 2]
['žabajla', 2]
["kolχuznik'aj", 2]
['qːurušlirka', 2]
["rič'aqila", 2]
["q'alamla", 2]
['sabuqunze', 2]
['aqberdi', 2]
['ucːiqala', 2]
['aˤjerčible', 2]
['qa̰ba̰qi', 2]
['ucubziwakːu', 2]
['tːurar', 2]
['jatːumira', 2]
['krɨša', 2]
['janwarri', 2]
['galajšːu', 2]
['sentʲabir', 2]
["urk'", 2]
['qːanniqala', 2]
['a̰ndil', 2]
['harabičible', 2]
['italsːanar', 2]
['hitːibumčːle', 2]
["ja̰ħunziq'ajdab", 2]
['aˤrʁle', 2]
['šːante', 2]
["luk'iʁible", 2]
['bilakːʷalara', 2]
['qampːe', 2]
["učːuwarq'ible", 2]
['časatːiʁle', 2]
['barkːli', 2]
['dilila', 2]
['hačibsːaħ', 2]
['tːuradač', 2]
['qinira', 2]
['uχutːale', 2]
['bursubdaj', 2]
['kuraχli', 2]
['žaza', 2]
['uxuble', 2]
['šːanra', 2]
['daglicːe', 2]
["cilik'alli", 2]
["warq'ibanna", 2]
['butːajqalira', 2]
['ričːibze', 2]
['urkačible', 2]
["aˤč'abaq'ibdi", 2]
['kabatursːaħ', 2]
["irwač'ible", 2]
['ħamzatqalajšːu', 2]
['ruχubdal', 2]
['kerib', 2]
['baʁiblarkara', 2]
['buʁma', 2]
['kebiršːe', 2]
["q'ilbali", 2]
['darzmacːila', 2]
['fizkulʲtːurali', 2]
['derčibsːaħ', 2]
['grejder', 2]
['icːalmaj', 2]
['madinala', 2]
['ummahne', 2]
['qːatːaqale', 2]
['qːundaʁqala', 2]
['aˤkrible', 2]
['didasːunne', 2]
['wajja̰rqːible', 2]
['aˤbilʡu', 2]
['biʡunde', 2]
['kamkamze', 2]
["q'ac'jal", 2]
['učːamejk', 2]
['ča̰rqa̰χa̰', 2]
['ritalsːle', 2]
['duʡe', 2]
['bucːanze', 2]
['sarulqanda', 2]
['elχːʷisar', 2]
['žemilatra', 2]
['bikːagurri', 2]
['ačːul', 2]
['bugi', 2]
['ʡurusad', 2]
['dukanze', 2]
['cːadajšːu', 2]
['ʡurusajšːu', 2]
['ʡuʡu', 2]
['lacapːaj', 2]
['čabaxle', 2]
['čardalč', 2]
['kʷanige', 2]
['qːarbira', 2]
["c'utːaqrila", 2]
['pastbišːne', 2]
['macːnad', 2]
['guble', 2]
['ħawazajle', 2]
['ħusule', 2]
['čahtːerχːurre', 2]
["birq'uble", 2]
['behbarχːib', 2]
['pirdasra', 2]
['taˤtːalara', 2]
["barq'itːale", 2]
["dirq'ananna", 2]
['nez', 2]
['icːanajšːu', 2]
['makrirgu', 2]
['bikːargar', 2]
['hitːirulqade', 2]
["čaaˤrak'araj", 2]
['kebib', 2]
['idawagli', 2]
["unc'unne", 2]
['malajk', 2]
['dučːanze', 2]
['kalabaħ', 2]
['kolodec', 2]
["čerdirq'ubzidde", 2]
['sekeble', 2]
['dḭχːṵ', 2]
['bulqar', 2]
['ehehej', 2]
['awlaqːli', 2]
["dirq'ansːaħ", 2]
['ba̰qibi', 2]
['karšʷid', 2]
['duχːulida', 2]
["počet'", 2]
["rač'iruj", 2]
['purʁumli', 2]
['maršrutkːara', 2]
['učːande', 2]
['palašla', 2]
['busantːel', 2]
["aˤrik'ud", 2]
["dač'ibličːʷi", 2]
['bijallijal', 2]
['cːabre', 2]
['qːuqːu', 2]
['diraqːi', 2]
['papa', 2]
["q'uq'apːaj", 2]
['šapkːali', 2]
["urč'ilišːurkubaħ", 2]
['sekbib', 2]
["rubk'ar", 2]
["swidit'ile", 2]
['bikːublide', 2]
['šapkːara', 2]
['hamaˤbičibda', 2]
["a̰q'nala", 2]
["q'undaqːe", 2]
['ča̰da̰qible', 2]
['posuda', 2]
['kedirgari', 2]
['bḭrχible', 2]
['caralicːe', 2]
['ixubsːaħ', 2]
['buc', 2]
['da̰bʁibze', 2]
['uraxuble', 2]
['hatːaqe', 2]
['ruχːra', 2]
['satːirχːle', 2]
['χažatqale', 2]
['hebicːi', 2]
['icːlačːu', 2]
['ʁamane', 2]
['ħurizatra', 2]
['čebiqːle', 2]
["darq'ibdaj", 2]
['duzle', 2]
['čakarra', 2]
['bazajqala', 2]
['qarc', 2]
["qulq'ile", 2]
["bic'ar", 2]
['marzijatla', 2]
['galaz', 2]
['sːanar', 2]
['cilačːu', 2]
['diriχːa̰ħrarkačadaħ', 2]
['lakːane', 2]
['čakebda', 2]
['marχːalira', 2]
["šːerc'ira", 2]
["c'ala̰ʁunne", 2]
['birejqːanda', 2]
['dira', 2]
['glaznoj', 2]
["ža̰nt'", 2]
["q'ʷa̰qina", 2]
["birq'atːaj", 2]
['wašqa̰gira', 2]
["q'ʷa̰qinarka", 2]
["čardač'ible", 2]
["q'ʷa̰qinajšːurka", 2]
['sadaʁibda', 2]
["paraznik'li", 2]
["rarq'ibli", 2]
["darq'ibtːel", 2]
['bujčːira', 2]
['aˤčːibda', 2]
['diršːiblarka', 2]
["marak'nira", 2]
['cunzira', 2]
['saʡatlirka', 2]
['ranglaze', 2]
['urxːula', 2]
['iltːura', 2]
['šinbala', 2]
['aˤdučːe', 2]
['wahbišːi', 2]
['ħamam', 2]
["ik'tːira", 2]
['šinnicːille', 2]
['šamsijatle', 2]
['kebisːunnarka', 2]
['darkːurre', 2]
['miz', 2]
['cːadajra', 2]
['qalʁli', 2]
["wac'apːe", 2]
["šːṵrq'", 2]
["sːuq'ralaˤne", 2]
["daħc'bajal", 2]
['datitːale', 2]
['duxanda', 2]
["čarač'ib", 2]
['ričib', 2]
['nerχːli', 2]
['tːurahbarʁible', 2]
['ujkːuble', 2]
['hadaχar', 2]
['čarrač', 2]
['qalʁlara', 2]
['sareri', 2]
['wahbucuban', 2]
['ħadurze', 2]
['ručːahraʁible', 2]
['wajja̰rqːiblide', 2]
['waˤdijaljal', 2]
['dannɨjeqale', 2]
['nazimle', 2]
['akːuran', 2]
['aˤhbaχur', 2]
['χːa̰bra', 2]
['zawud', 2]
["č'aaˤbaq'ibdi", 2]
['habaχindi', 2]
["tːuradač'ibdaj", 2]
['aˤrχʷantːel', 2]
["buχalt'erdixːli", 2]
['maħaram', 2]
['udelgunda', 2]
['a̰χible', 2]
['miskinaj', 2]
['aˤhtːiqle', 2]
["tːurabač'ibhar", 2]
['barkʷa', 2]
["hak'ize", 2]
['kašʷi', 2]
['irxːle', 2]
['duqː', 2]
['aˤduqːaraj', 2]
['qa̰pur', 2]
['atu', 2]
['aˤhabarχitːe', 2]
['talonnicːille', 2]
['bilšanda', 2]
['xːunila', 2]
['burcande', 2]
['calirka', 2]
['qačilira', 2]
['balʁi', 2]
["wa̰rc'nu", 2]
['položenija', 2]
['tariberdira', 2]
['kebzil', 2]
['nerʁbalara', 2]
['itihra', 2]
["čarkart'le", 2]
['kamennɨjli', 2]
['qala', 2]
['ulganze', 2]
['keribze', 2]
['qːuruʁila', 2]
['xːaršːilla', 2]
['abubakarri', 2]
['kariči', 2]
['rirqanda', 2]
['aˤrartle', 2]
['aˤbikːan', 2]
['aˤwati', 2]
['iχurre', 2]
['aˤuχub', 2]
['insanalara', 2]
['dirqan', 2]
['balčabirkaričːʷi', 2]
['balčairkaričːʷi', 2]
["q'uc'qale", 2]
["q'uc'qala", 2]
['čabač', 2]
['čakʷa', 2]
['uz', 2]
['urraše', 2]
['aˤbukanze', 2]
['urre', 2]
['sakrible', 2]
['kariče', 2]
["urrač'ibda", 2]
['kari', 2]
['rit', 2]
['taˤmarkara', 2]
['ħa̰žira', 2]
['arupːarčib', 2]
['dijalciħal', 2]
['buχubdeble', 2]
["čatːač'ibsːaħ", 2]
['urχlakːurre', 2]
['aˤruχaraj', 2]
['čargar', 2]
['uˤlrirgibda', 2]
["c'ile", 2]
['ulicːa', 2]
['woenkomatlirka', 2]
["bat'arkane", 2]
['kilʲonkːara', 2]
["hitːahdač'ibda", 2]
["wec'na", 2]
["krant'", 2]
['ardarkaja', 2]
['piša', 2]
['kːuzalaˤne', 2]
['arčakwarčible', 2]
['čakbible', 2]
["čaqirq'le", 2]
['ba̰llakːurre', 2]
['rurχutːi', 2]
['iblarka', 2]
['čerbiga', 2]
['a̰palahra', 2]
['lailahaillallah', 2]
['kerirxːanar', 2]
['kebišːiblakːu', 2]
['ruχublida', 2]
["wač'iblikːʷa", 2]
['buχnila', 2]
['ilʡʷi', 2]
["luk'iʁanar", 2]
['peee', 2]
['akːudixːla', 2]
['cilabuχarra', 2]
['erʁallicːe', 2]
["qarik'ʷmala", 2]
['aˤurχutːe', 2]
['habarχitːe', 2]
['lašne', 2]
["rič'arka", 2]
['karakulla', 2]
['lakskij', 2]
['talant', 2]
['dilʡʷli', 2]
['sabuci', 2]
['aˤaqibda', 2]
['ʁa̰bajšːu', 2]
['datːicːe', 2]
['χːṵllišːu', 2]
['haraaˤqunze', 2]
['dalxʷane', 2]
['birej', 2]
['bilakːʷanna', 2]
['ʁa̰basar', 2]
['murqera', 2]
["hediq'unde", 2]
["pisuk'ra", 2]
["bat'matla", 2]
["t'int'", 2]
['daʡne', 2]
['pirsidatel', 2]
['bolʲnicali', 2]
['pararaw', 2]
['milicnajšːu', 2]
['duʡ', 2]
['hararbičib', 2]
['χozʲajstwa', 2]
["χalq'la", 2]
['elgar', 2]
['uχubsːaħra', 2]
["aq'ʷle", 2]
['dumkːulʲtːurala', 2]
["rik'anze", 2]
['pirmalira', 2]
['bulqi', 2]
['puštowka', 2]
['bakulirka', 2]
['portli', 2]
['sutke', 2]
['krasnowodskli', 2]
['pːoezdlicːille', 2]
['maršrutkne', 2]
['sowχoz', 2]
['učabuχub', 2]
['bacːiħal', 2]
['poezdka', 2]
['turkmenistan', 2]
['bisːane', 2]
['paroχodla', 2]
['ħurmatra', 2]
['baxan', 2]
['hejqːana', 2]
['kulpatlišːu', 2]
['istorijali', 2]
["harakart'le", 2]
["dekret'li", 2]
["dekret'", 2]
['ʡa̰bxː', 2]
['majarricːirka', 2]
["rirq'ar", 2]
['muslim', 2]
['dilajal', 2]
['dirduqːar', 2]
['da̰rqːibane', 2]
['diriʁallicːirka', 2]
['sapːarχːibze', 2]
['mairsatːargu', 2]
["dirq'itːe", 2]
['bisbasːunne', 2]
['sakwarcːi', 2]
["čarak'ubane", 2]
['čakbarcːurze', 2]
["aʁʷc'alla", 2]
['qejqːe', 2]
["q'amp'it", 2]
['pːillulicːille', 2]
["irq'ana", 2]
["k'asːe", 2]
["k'asː", 2]
['sabaħli', 2]
["k'ult'ali", 2]
['arsapːarčible', 2]
['traktor', 2]
['dalcane', 2]
['cilibikːana', 2]
['telewizore', 2]
['germanijalicːe', 2]
["wa̰rc'aleiban", 2]
['pːillula', 2]
['derbent', 2]
['ali', 2]
['magdiewič', 2]
['belgunze', 2]
['ibaj', 2]
['mestnɨj', 2]
['millioner', 2]
["razaq'le", 2]
['milicnasarka', 2]
['žahut', 2]
['kutaħ', 2]
['χːʷaleldixːli', 2]
['qːasinna', 2]
["kat'ib", 2]
['kanistr', 2]
['uˤlirgande', 2]
['milicali', 2]
['uwwaturre', 2]
['uχːuzetːel', 2]
['milicale', 2]
['mustapali', 2]
['salimqala', 2]
['ʡa̰bšːima', 2]
['berčːib', 2]
['ʡalejkum', 2]
['asːalam', 2]
['čarwati', 2]
['ladno', 2]
['qa̰mqa̰rirka', 2]
['delgunda', 2]
['šamralara', 2]
['ha-ha', 2]
['rezko', 2]
["uk'ubda", 2]
['ħalla', 2]
['kaaˤjsːunne', 2]
['gurra', 2]
['sentʲabirri', 2]
['učːasatːagurda', 2]
["imc'ande", 2]
["dučːadač'iblide", 2]
['harakdičible', 2]
['zahidla', 2]
['čarbatur', 2]
['χa̰rχa̰li', 2]
["q'uderʁa", 2]
['markːahrarkačawaħ', 2]
['qːilišla', 2]
['diqːan', 2]
['nazwanie', 2]
['debšːib', 2]
['birbičib', 2]
['momente', 2]
['dize', 2]
["dirq'anaj", 2]
['za̰', 2]
['hejkanze', 2]
['sistema', 2]
["q'ʷa̰licːirka", 2]
["k'uderʁa", 2]
['mašnalira', 2]
['interesnojlide', 2]
['ditaqibda', 2]
['xːarbiʁanda', 2]
['dukanna', 2]
['kuχnilirka', 2]
['saduqunda', 2]
['žawhir', 2]
['datːilišːu', 2]
['datːilirka', 2]
['dijarkːadixːra', 2]
["učabik'le", 2]
['wozmožnostʲ', 2]
["rač'ice", 2]
['dabtːrira', 2]
['qːa̰rtːara', 2]
['kusala', 2]
['sezon', 2]
['kran', 2]
['hajaʁibsːaħ', 2]
['tːirzinnicːille', 2]
['čečnʲali', 2]
['čurri', 2]
['caralicːirka', 2]
['ukbicːi', 2]
["pat'rume", 2]
['čakatːagurre', 2]
['dahrarka', 2]
['čejxubda', 2]
['belχʷa', 2]
['ʡark', 2]
['marχːlala', 2]
['četːilejkːande', 2]
['laˤkan', 2]
['predupredit', 2]
["kilomet'rila", 2]
['ferma', 2]
['ħajwanacːille', 2]
['balbičibsːaħ', 2]
['aˤlakne', 2]
['nixːalaknira', 2]
['natahrala', 2]
['ʁʷadela', 2]
['bahara', 2]
['cikane', 2]
['sːakːlanra', 2]
['wahacuble', 2]
['durtːub', 2]
['sa̰qa̰χib', 2]
['qa̰da̰qe', 2]
['birbaturre', 2]
['harahraturre', 2]
['sa̰rba̰qible', 2]
['čarratabaja', 2]
['ħapːala', 2]
["q'adila", 2]
['durχanzil', 2]
['igicːe', 2]
['rajonnɨj', 2]
["zubnik'lišːu", 2]
['χlebowozlicːille', 2]
['mobilizowat', 2]
['kulpatlicːirka', 2]
['kaspijskli', 2]
['sakeble', 2]
['bagla', 2]
['serojze', 2]
['bučːejce', 2]
['obučat', 2]
['obučit', 2]
["dirq'anzid", 2]
['haqːiban', 2]
['pistolet', 2]
['makarow', 2]
['ča̰rχa̰na', 2]
['nastoaˤšːij', 2]
['krajnem', 2]
['slučae', 2]
['obrezlicːille', 2]
['ča̰rχli', 2]
['sabuqi', 2]
['irχuˤ', 2]
['tat', 2]
['islamla', 2]
['alawagurre', 2]
['χaˤmarkala', 2]
['wašira', 2]
['setkːara', 2]
['imc', 2]
['patinkːbe', 2]
['patinkː', 2]
['setkalane', 2]
['dṵrqbaˤne', 2]
['kabsːla', 2]
['ħajwanne', 2]
['qːupːli', 2]
['makːatːadixːli', 2]
['kakoj', 2]
['isma̰ʡille', 2]
["hambičibziq'ajdab", 2]
['ja̰ħundi', 2]
['qa̰χibda', 2]
['wahtːagurre', 2]
['marχːalli', 2]
['qːulejle', 2]
['xurali', 2]
['ponedelʲnik', 2]
['uχudale', 2]
['zakonnojle', 2]
['sebirʁande', 2]
["ponedelʲnik'li", 2]
['odnokursnik', 2]
['ʡauχubdi', 2]
['idusː', 2]
['iχnie', 2]
['duka', 2]
['diglira', 2]
["k'aˤtːalara", 2]
['smesʲ', 2]
['belχʷi', 2]
['trinadcatʲ', 2]
['balbirkli', 2]
['režre', 2]
['šamralakan', 2]
['dejʁiblarka', 2]
['čisloli', 2]
['spisok', 2]
["q'ʷat'licːirka", 2]
['iʁle', 2]
['poraˤdok', 2]
['čardalči', 2]
['bɨwaet', 2]
['durχlačːuj', 2]
['ša̰ba̰nnicːe', 2]
['režlira', 2]
["bik'li", 2]
['šestojli', 2]
['teperʲ', 2]
['gamzatowlicːe', 2]
['odinnadcatɨjli', 2]
['daˤsaˤtɨj', 2]
['dwenadcatɨj', 2]
['ba̰rtaxːajšːu', 2]
['dwenadcatɨjli', 2]
['paˤtnadcatɨj', 2]
['šestnadcatɨj', 2]
['četɨrnadcatʲ', 2]
['paˤtnadcatʲ', 2]
['šestnadcatʲ', 2]
["wec'allirka", 2]
['gadisow', 2]
['sebirʁli', 2]
["luč'ajšːu", 2]
['luχana', 2]
['agurde', 2]
['bible', 2]
['dejqandi', 2]
['toestʲ', 2]
['dwadcatɨj', 2]
['paˤtʲ', 2]
['deʁib', 2]
['otdɨχaj', 2]
['kakab', 2]
['jaˤmalirka', 2]
['mašːla', 2]
["aˤuk'udi", 2]
['sedʲmogo', 2]
['oktebraˤ', 2]
['časːa', 2]
['palaš', 2]
['špagatra', 2]
['če', 2]
['irxʷade', 2]
['kaʡačible', 2]
['kejku', 2]
['normalʲnojle', 2]
['marχːalle', 2]
['ħajwanalara', 2]
["q'ila̰e", 2]
['bujkːu', 2]
["č'abaq'ib", 2]
['ploχo', 2]
['χotaˤ', 2]
['ħa̰žatsːaħ', 2]
['ʡadatla', 2]
["maħmadq'adira", 2]
['odnoklasːnik', 2]
['χizri', 2]
['raħman', 2]
['qaʁarra', 2]
['wosʲmojli', 2]
['nas', 2]
['kontrakt', 2]
['praˤmo', 2]
['proχoditʲ', 2]
['wtornik', 2]
['kːanniewla', 2]
['poprosit', 2]
['ʡarillala', 2]
['begatʲ', 2]
['proχodit', 2]
['swaˤzʲ', 2]
['xadilira', 2]
['dirkara', 2]
["arč'amc'nu", 2]
["jebk'nila", 2]
['arčalara', 2]
['qːaragulčira', 2]
['ibzil', 2]
['saliħbegra', 2]
['ħa̰šibkːale', 2]
['ruχisarra', 2]
['uχːuzil', 2]
['aχːarazil', 2]
['duχːudeble', 2]
["q'ullalirka", 2]
['hejče', 2]
["bač'ibanajra", 2]
['buχiciħalli', 2]
["ic'maknad", 2]
['sarba̰qible', 2]
['dikːale', 2]
['salṵqa̰nanna', 2]
["durk'anzil", 2]
['ʡadate', 2]
['jatːne', 2]
["t'ulbacːille", 2]
['ħa̰rχa̰ne', 2]
["durk'ane", 2]
['čekbirxːande', 2]
['arwašira', 2]
['kasinkːara', 2]
["t'asːlicːille", 2]
['šːarkala', 2]
["darq'ar", 2]
['sanqːdixːli', 2]
['četːibulqaričːʷi', 2]
['gallakne', 2]
['bilejkːanara', 2]
['riqːan', 2]
['ručːariqːande', 2]
['nusːira', 2]
['dučːanira', 2]
['bukra', 2]
['a̰pnaˤnira', 2]
['bikaˤxuble', 2]
['balsaburχande', 2]
['qːa̰rannicːille', 2]
['balχːra', 2]
['četːiduqunda', 2]
['haburχandil', 2]
['χozʲajstwoli', 2]
["nik'aknajšːu", 2]
['ča̰qbṵrχa̰nde', 2]
['mikapːala', 2]
['marqːʷara', 2]
['aˤbuχubze', 2]
['hatːaqaraj', 2]
['čatːurkːle', 2]
['delqːice', 2]
['ča̰qdṵrχa̰nde', 2]
['mirxːre', 2]
['dulʁande', 2]
['baˤkːurane', 2]
['duχudale', 2]
['ča̰qdṵrχḛ', 2]
['utːi', 2]
["č'inak'le", 2]
["č'inak'licːille", 2]
['hatːiqlačːu', 2]
['dartanze', 2]
['birxːle', 2]
['aˤburχanala', 2]
['disdiχurre', 2]
['bartandi', 2]
['rugra', 2]
["kadač'ible", 2]
['duʁulira', 2]
["pirsidat'ilʲ", 2]
["čabuk'anzira", 2]
['waxlačːu', 2]
["nik'aknarka", 2]
['ijalze', 2]
['šːakːrira', 2]
['ditːašuranad', 2]
['haratːijalze', 2]
['qːa̰rtːapːe', 2]
['irχe', 2]
['darte', 2]
['warχar', 2]
['gundbawka', 2]
['woprose', 2]
['reklama', 2]
['magaše', 2]
["razaq'lira", 2]
["dik'ud", 2]
['budilra', 2]
['diqːannarka', 2]
['dalχːra', 2]
['kebilsːle', 2]
['durkːalicːe', 2]
['čarba̰rqːib', 2]
['slučaje', 2]
['dursubda', 2]
['qːužaqala', 2]
['časdaʁi', 2]
